id,ACTION
1,0.2068867910237411
2,0.9999811320754717
3,1
4,1
5,0.9999753086419753
6,0.9106666666666667
7,0.9040650567720653
8,1
9,0.6689771046841999
10,0.9896541553332089
11,0.9909190655384487
12,0.9691455462899743
13,0.9551893199968603
14,0.8766556327566016
15,0.9218983578063855
16,0.9956326789065878
17,0.9277150590044979
18,0.8395476116447042
19,0.9998882936062367
20,0.9998400000000001
21,0.9951826217526698
22,1
23,0.9972688236090029
24,0.9967594706583808
25,0.9997383330168977
26,0.9206799442583471
27,0.8596236258348287
28,0.6251965759022937
29,0.9858429601933871
30,0.9898965967876374
31,0.9912024822069593
32,0.9893722895591665
33,0.9348072562358278
34,0.9941428829556377
35,0.9913957374339538
36,0.9998620689655172
37,0.8386250816993464
38,0.9556831885296492
39,0.9038513581385278
40,0.7442007241506226
41,0.9928088075660543
42,0.9808015873015874
43,0.9481289470905698
44,0.9960409469221136
45,0.9796330926389915
46,0.9990065866453177
47,0.9998333333333334
48,0.9978096969612071
49,0.9989747504634815
50,0.9894704177401545
51,0.9544319490517031
52,0.9929583780709164
53,0.9758988403058767
54,1
55,0.9697527095859819
56,0.9187014314179753
57,0.9116874659131959
58,1
59,0.9875211881007907
60,0.9786571428571429
61,1
62,0.9822618561672738
63,0.9948438438775191
64,1
65,0.9956412253759408
66,0.9788505376344087
67,0.9888649776783338
68,0.9998708108034393
69,0.7931239660636918
70,0.24631574056389718
71,0.8440474781577275
72,1
73,0.9998222222222222
74,0.9967517624209177
75,0.9959368624412576
76,0.9930128205128205
77,0.9892696886446888
78,0.4647876082129292
79,0.3154691265252369
80,0.9931638458991122
81,0.9999633027522936
82,0.9956807574553401
83,0.9308666666666666
84,0.9978181818181817
85,0.9969978818346285
86,0.9845123113645523
87,0.8799518072289156
88,0.9997695174939822
89,1
90,0.95273206238206265
91,0.8233967532467532
92,0.5592016031895087
93,0.9998928571428571
94,0.9062150313497876
95,0.99928922547662
96,0.9987159364929942
97,0.5598412705096616
98,0.9936584322816303
99,0.9970581818181818
100,0.9956264656616415
101,0.9315600896089733
102,0.7633667775408012
103,0.960471885894991
104,0.9619871703527053
105,0.12048415756020411
106,0.9477841174734214
107,1
108,0.7400101094697138
109,0.991718634669606
110,0.9889013635393769
111,0.6535514932698129
112,0.9696951445864531
113,0.9823664522101978
114,0.997972972972973
115,0.9195657832970892
116,0.9908390530445552
117,0.9967801958044014
118,0.9945650596877869
119,1
120,0.9937428218971323
121,0.9356680005683093
122,0.9833548225887055
123,0.9719642819038479
124,0.9629169631181829
125,0.9989285714285715
126,0.8302933378836549
127,0.9639113285142917
128,0.8587611773393528
129,0.9809982570948674
130,0.9879571428571429
131,0.9969445352998121
132,0.9354300372776853
133,0.9816025443979404
134,0.9627101023875381
135,0.99895
136,0.8435224174523386
137,0.9988667496160784
138,0.9974654624163716
139,0.6636123017540273
140,0.9998305288461539
141,0.9724134010871223
142,0.8297676850478184
143,0.9993085121252833
144,1
145,1
146,0.8705050310293891
147,0.9854150314329884
148,0.9522603851853018
149,0.9979649122807018
150,0.9999322033898306
151,0.9956079985588183
152,0.8645671734391559
153,0.9990890507174424
154,0.18552803668416756
155,0.993970603287227
156,0.8596091078317011
157,0.9855926925794394
158,0.973866532823977
159,0.9616211124594745
160,0.984753972800105
161,0.37873449796060493
