id,ACTION
1,0.5598165466474656
2,0.997625177160489
3,1
4,0.9148688914199726
5,0.9987359319484364
6,1
7,0.9780844061385646
8,0.9887458261621292
9,0.8251822240065627
10,0.9817447684065458
11,1
12,0.9603977126901662
13,0.9804718904562875
14,0.8811853678279812
15,0.9606782925033661
16,0.9960969475750399
17,0.9795310513863942
18,0.8555067192907084
19,1
20,0.9920016101205978
21,1
22,0.9807376029618572
23,0.9131304129361576
24,0.9866500136599714
25,0.9655272849061501
26,0.97664641897749
27,0.9877469069492952
28,0.8290498041377543
29,0.9666633612084201
30,0.9104796336026522
31,0.9940450286285426
32,0.9801210606825878
33,0.9679662020753196
34,0.9613340524926133
35,1
36,0.9811434842388194
37,0.9785793009867488
38,1
39,0.9502081695018907
40,0.8567883748334415
41,0.900431317439726
42,1
43,0.9801043726320133
44,0.9883628693028335
45,0.977872202207541
46,0.9665403167821999
47,1
48,0.9802880934112418
49,0.9929799612494263
50,0.9831961277892165
51,0.9988220633015752
52,0.985279085119023
53,0.9808202603806837
54,0.9885481562371907
55,0.9034388993442822
56,0.9199246599921894
57,0.9727772073591398
58,1
59,0.937883325510889
60,0.9994810550098604
61,1
62,0.9800526866330397
63,0.9945366427307014
64,0.9747683574492088
65,0.9989073147681401
66,0.9971130309804291
67,0.9769955063381957
68,0.9876848992515588
69,0.8993984970308871
70,0.8906297304302331
71,0.9057368378094166
72,0.9950004015940748
73,0.9225424947597448
74,0.9985609446376325
75,0.9913997907052562
76,0.9978694267715766
77,1
78,0.8372554868788508
79,0.793152096694562
80,1
81,0.9974242673908037
82,0.9838426779874604
83,1
84,1
85,0.9915406420209426
86,0.9424506791916537
87,0.9334638819823061
88,1
89,0.9929589187763466
90,0.8577511497706009
91,0.9672475492181333
92,0.9433773730316772
93,1
94,0.8447360248067749
95,1
96,0.9966834145538425
97,0.525806309112829
98,1
99,0.9983368690215139
100,0.9992805849968517
101,0.9849177512163563
102,0.5892906788425256
103,0.9786744294065689
104,0.9710934210147733
105,0.5446420623394004
106,0.9368938518221243
107,0.9962885832136406
108,0.8870141219807832
109,0.9902231396592168
110,0.9939694283268692
111,0.7453661080968453
112,0.9059102995227846
113,0.9972181453471881
114,1
115,0.9286914247957143
116,1
117,0.9870361394922074
118,0.9826948774697887
119,1
120,0.9777027405421831
121,0.9814087634062927
122,0.981671261063175
123,0.678777097135145
124,0.9720982741803412
125,1
126,0.8336434234260417
127,0.8967457036150428
128,0.9211131290400052
129,0.9669642153740217
130,0.8595478412298199
131,0.9940188337434678
132,0.9913506919098645
133,0.9836079404775309
134,0.8543310416319645
135,1
136,0.8542977949260934
137,0.9986050388961576
138,0.9949824908732974
139,0.8689077500964639
140,1
141,0.9748710309035225
142,0.8854698067412783
143,0.9849897346420554
144,0.9673335869599776
145,1
146,0.7600022042754618
147,0.8875886909063074
148,0.9147045668097293
149,0.9941777113098983
150,0.9818759417848067
151,0.9909016345102489
152,0.9839978975362687
153,0.9803663038731021
154,0.8908662774005192
155,0.984336711860244
156,0.9487028864337282
157,0.996952672890027
158,0.9506132896467374
159,1
160,0.9574857543428341
161,0.878583443464851
162,0.9623965476264381
163,0.9897780162411473
164,1
165,0.9985609446376325
166,0.9990752584383347
167,0.933656962962845
168,1
169,0.9527178638956838
170,0.9984272320818356
171,0.9909419967955228
172,1
173,0.9872811788811205
174,1
175,1
176,0.9817316787842112
177,0.9106382825144218
178,1
179,1
180,0.8875886909063074
181,0.557851377760876
182,0.8595478412298199
183,0.9202187586408237
184,0.8900809861054031
185,0.9967190437490472
186,0.6920425220855859
187,1
188,0.9899964356744869
189,0.6972894033161899
190,0.9838539230714516
191,1
192,0.9993827526004695
193,1
194,0.9903599528171135
195,0.9886949371970135
196,1
197,0.9919272921047273
198,0.9635424885664331
199,0.9799550916669784
200,0.6238818263765318
201,0.9767829620776441
202,0.9460172768179524
203,0.9090844960311846
204,0.9415128890779338
205,0.9680264448005529
206,0.9686583167431948
207,0.9967336052084765
208,0.9539371712223987
209,0.8194299967512509
210,0.9880315056269652
211,0.9706582934627106
212,0.8820721225586177
213,1
214,0.8808880908628095
215,1
216,0.9306413935815692
217,0.9784003999046083
218,0.9966778586923378
219,1
220,0.9581419115140672
221,0.8406592603859162
222,1
223,1
224,0.9665290581055289
225,0.9694954858894268
226,0.7852374861609069
227,0.8698561523077262
228,0.9656884241486915
229,1
230,1
231,0.9423260749146359
232,0.9073553476992748
233,0.9911943630392872
234,0.8278765550894814
235,0.9665157878683506
236,0.9506423391890402
237,0.9789503723383739
238,1
239,0.9746224386510559
240,1
241,0.9954926238605927
242,0.6499643907971262
243,0.7469927594646336
244,1
245,0.9773480364579451
246,1
247,0.9812997762963696
248,0.9495686129388201
249,0.9951318077197079
250,1
251,0.9981994299642615
252,0.9617681042821682
253,0.9934322061695124
254,0.9872120532736905
255,0.9975253549561878
256,0.9980014497751446
257,0.990314055452377
258,0.8823080466108398
259,0.928585442407842
260,1
261,0.9982316233748826
262,0.9792550411733036
263,0.9657290196909232
264,0.9838371294713508
265,1
266,0.9539371712223987
267,0.9164710222679252
268,0.9862548171565256
269,0.9951318077197079
270,0.9850797919118689
271,0.9910796849499958
272,0.9042951079733369
273,0.9759727091729534
274,0.934599807754538
275,0.9942807115864679
276,0.8171084925382699
277,0.9871020958838798
278,0.9948903377027786
279,0.8941378292643797
280,0.8702688733755554
281,1
282,0.9784431879553028
283,0.8690573873683932
284,0.9693756345688603
285,0.9787873282218201
286,0.9501428486837062
287,0.9966778586923378
288,1
289,0.9401826165912006
290,1
291,0.9101336090373322
292,0.9007597208951688
293,0.9603350868399042
294,0.9438607935393984
295,0.9791399599545778
296,0.5196202643785042
297,0.6978145547975366
298,0.9727959720339362
299,0.4343324101699735
300,0.9813325990823335
301,0.9297971309981223
302,0.9788640870787211
303,0.5014849166029912
304,0.8024650178544488
305,0.9946206054668202
306,0.9807692477051737
307,0.9915406420209426
308,1
309,0.9172897147298349
310,0.9928353593000032
311,0.9821079424064817
312,0.9751985633153114
313,0.997115961940325
314,0.9424701857184806
315,1
316,1
317,0.9549124775723267
318,0.9639522645048159
319,0.8184013767999637
320,0.9998304629625125
321,0.9941777113098983
322,0.44442357237723384
323,1
324,1
325,0.9968439100816093
326,0.860817159916826
327,1
328,0.9992805849968517
329,0.9905289453131403
330,1
331,0.94472240067658
332,0.9587920798251337
333,0.9857869125141688
334,0.8968763589136989
335,1
336,0.9634047030575379
337,0.9884319779714401
338,0.9688280787487128
339,0.9371042625360088
340,0.9754035790999664
341,0.9456315897462884
342,1
343,0.7625603147619738
344,1
345,0.9983368690215139
346,0.9896038370698955
347,0.7854078006839916
348,0.8629796968554123
349,0.9963929155853445
350,0.928143039326085
351,0.9312212251835599
352,0.9913997907052562
353,0.9584554201762527
354,0.625200615338028
355,0.9999062199536334
356,0.999559940971978
357,0.9173093862700886
358,0.9652751521374631
359,0.9866828171210897
360,0.8158778590567766
361,0.9662095549916563
362,0.9975875576926383
363,0.9770463105764623
364,0.4047739034343571
365,0.9995205890242421
366,0.9966778586923378
367,0.9920393610426993
368,0.9978694267715766
369,1
370,0.8988853479415518
371,0.9962878554239386
372,0.9771288561504052
373,0.8465881942623479
374,0.8124734575277627
375,0.8971620457668512
376,0.9678049793982247
